MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Education,Marital_Status,Country,Kidhome,Teenhome,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain
27,0,10,0,0,4,2,0,4,PhD,Married,SP,1,1,0,0,0,0,0,0,0
3,14,17,6,1,5,1,0,3,Graduation,Married,US,0,0,0,0,0,0,0,0,0
317,46,247,151,46,139,4,5,12,Graduation,Divorced,SP,0,2,0,0,0,0,0,0,0
158,19,288,25,0,38,6,4,9,PhD,Widow,SP,0,1,0,1,1,0,0,1,0
897,23,207,15,11,92,9,6,12,Graduation,Divorced,SA,0,1,0,0,0,0,0,0,0
167,13,180,86,13,70,7,3,5,PhD,Together,CA,0,0,0,0,0,0,0,0,0
16,0,17,6,3,6,1,0,3,Graduation,Together,SP,1,0,0,0,0,0,0,0,0
48,58,68,16,66,43,3,2,6,Graduation,Married,SA,0,0,0,0,0,0,0,0,0
2,3,6,4,1,9,1,1,2,Graduation,Single,CA,1,0,0,0,0,0,0,0,0
2,3,6,4,1,9,1,1,2,Graduation,Single,CA,1,0,0,0,0,0,0,0,0
42,0,17,0,0,18,2,1,3,PhD,Together,SA,1,1,1,0,0,0,0,0,0
97,3,66,12,7,34,4,1,4,Graduation,Together,SP,1,0,0,0,0,0,0,0,0
24,1,16,12,2,5,4,0,3,Graduation,Married,CA,1,0,0,0,0,0,0,0,0
9,1,5,2,1,4,0,0,3,Master,Married,AUS,0,1,0,0,0,0,0,0,0
38,15,54,3,8,29,3,0,4,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
56,0,11,0,0,8,2,0,4,PhD,Together,SP,1,1,0,0,0,0,0,0,0
21,2,28,3,2,9,2,0,4,PhD,Divorced,SP,1,0,0,0,0,0,0,0,0
4,7,15,13,9,15,2,1,3,2n Cycle,Married,SP,1,0,0,0,0,0,0,0,0
37,0,17,0,0,3,3,0,3,PhD,Single,SP,1,1,0,0,0,0,0,0,0
187,5,65,26,20,14,4,2,6,Master,Together,US,0,1,0,0,0,0,0,0,0
229,7,137,4,0,91,4,2,8,Graduation,Single,IND,0,1,0,0,0,0,0,0,0
380,0,47,6,0,34,7,1,7,PhD,Widow,SP,0,1,0,1,0,0,0,1,0
826,50,317,50,38,38,5,2,12,PhD,Married,AUS,1,1,0,0,0,0,0,0,0
513,7,133,46,14,14,8,4,8,Master,Married,AUS,1,0,0,0,0,0,0,0,0
313,15,47,20,0,192,7,4,3,2n Cycle,Married,SP,0,1,0,0,0,0,0,1,0
313,15,47,20,0,192,7,4,3,2n Cycle,Married,SP,0,1,0,0,0,0,0,0,0
760,40,480,0,40,26,3,5,12,PhD,Together,US,0,0,0,0,1,1,0,0,0
18,0,6,3,3,5,1,1,3,PhD,Married,SA,1,0,0,0,0,0,0,0,0
29,0,8,2,0,6,1,0,3,Master,Married,GER,1,1,0,0,0,0,0,0,0
8,3,19,3,3,8,3,0,3,Master,Married,SP,1,0,0,0,0,0,0,0,0
329,35,222,130,35,43,7,5,8,Master,Married,AUS,0,1,0,0,0,0,0,0,0
703,102,601,0,58,43,3,11,8,Graduation,Single,CA,0,0,0,0,0,0,0,1,0
571,12,523,63,60,24,3,10,5,Graduation,Together,SA,0,0,0,0,0,0,0,0,0
40,15,15,17,6,7,2,1,3,Graduation,Married,AUS,0,0,0,0,0,0,0,0,0
28,0,11,0,0,9,2,0,3,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
5,1,8,0,0,1,1,0,2,Graduation,Together,SA,1,0,0,0,0,0,0,0,0
5,1,8,0,0,1,1,0,2,Graduation,Together,IND,1,0,0,0,0,0,0,0,0
6,2,15,6,6,3,1,0,3,Graduation,Together,CA,1,0,0,0,0,0,0,0,0
1218,16,272,104,0,80,5,3,6,Graduation,Married,SA,1,0,0,1,1,1,0,1,0
1218,16,272,104,0,80,5,3,6,Graduation,Married,AUS,1,0,0,1,1,1,0,1,0
2,7,11,16,12,27,2,0,4,Basic,Married,GER,0,0,0,0,0,0,0,0,0
9,0,5,0,0,7,1,0,2,PhD,Married,SP,1,0,0,0,0,0,0,0,0
478,0,193,110,75,117,8,3,11,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
110,5,137,26,23,29,6,1,5,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
1332,17,311,23,51,86,7,4,5,PhD,Single,CA,0,0,0,1,0,0,0,1,0
84,3,61,2,1,21,3,1,4,PhD,Married,SA,1,1,0,0,0,0,0,1,0
10,0,8,0,0,9,1,0,2,Graduation,Single,SP,1,0,1,0,0,0,0,1,0
1032,105,779,137,105,51,5,8,9,Graduation,Single,GER,0,0,1,0,0,0,0,1,0
296,13,104,11,13,17,4,2,9,Graduation,Married,AUS,0,1,0,0,0,0,0,0,0
8,4,15,3,5,3,1,0,3,2n Cycle,Together,SP,1,1,0,0,0,0,0,0,0
8,26,46,38,9,49,3,0,4,Graduation,Married,AUS,1,0,0,0,0,0,0,0,0
674,62,134,0,26,8,7,3,13,PhD,Married,IND,0,1,0,0,0,0,0,0,0
2,10,11,12,9,20,3,0,3,Basic,Single,SP,1,0,0,0,0,0,0,0,0
635,114,254,132,152,76,6,6,7,2n Cycle,Married,SP,0,0,0,0,1,0,0,0,0
635,114,254,132,152,76,6,6,7,2n Cycle,Married,SP,0,0,0,0,1,0,0,0,0
399,27,159,58,8,39,4,4,5,2n Cycle,Together,GER,0,1,0,0,0,0,0,0,0
294,142,218,164,58,151,3,8,11,Master,Divorced,AUS,0,0,0,0,0,0,0,0,0
913,26,376,17,26,13,3,6,11,Master,Together,SP,0,0,0,1,1,0,0,0,0
224,155,155,192,93,54,6,4,11,Graduation,Together,CA,0,1,0,0,0,0,0,0,0
7,4,23,7,0,11,1,0,3,Master,Married,SA,1,0,0,0,0,0,0,0,0
731,60,353,78,12,73,10,3,5,PhD,Divorced,SP,0,1,0,0,0,0,0,0,0
2,8,1,4,7,15,1,0,3,Basic,Married,SP,1,0,0,0,0,0,0,0,0
281,7,84,15,0,119,7,3,4,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
19,0,35,6,4,17,2,1,2,PhD,Single,SP,1,0,0,0,0,0,0,1,1
489,6,152,8,6,132,9,4,6,PhD,Married,SP,1,1,0,0,0,0,0,1,0
86,2,73,69,38,48,4,2,5,Graduation,Married,US,0,0,0,0,0,0,0,0,0
721,0,152,119,50,50,7,6,12,Master,Married,SP,0,1,0,0,0,0,0,0,0
551,137,792,179,103,33,6,7,13,Graduation,Married,SP,0,0,0,1,1,1,0,0,0
6,5,5,8,0,5,1,0,3,Graduation,Together,CA,1,1,0,0,0,0,0,0,0
471,0,510,99,21,12,6,4,9,PhD,Together,SA,0,0,0,0,0,0,0,0,0
22,4,17,12,10,13,2,0,4,Graduation,Together,SP,1,0,0,0,0,0,0,0,0
519,71,860,93,27,53,6,2,9,Graduation,Together,IND,0,0,0,0,0,0,0,0,0
140,3,29,4,5,14,3,2,4,Master,Married,SP,0,1,0,0,0,0,0,0,0
176,29,818,0,33,112,7,6,11,2n Cycle,Divorced,SP,0,0,0,0,0,0,0,1,0
51,12,49,17,24,24,4,1,3,2n Cycle,Single,SP,1,0,0,0,0,0,0,0,0
14,0,4,0,0,8,1,1,2,Master,Married,AUS,1,0,0,0,0,0,0,0,0
31,0,6,0,1,8,1,0,3,2n Cycle,Single,CA,0,1,0,0,0,0,0,0,0
421,5,90,0,16,10,7,3,7,PhD,Together,CA,0,2,0,0,0,0,0,0,0
3,9,4,7,8,7,1,1,4,Basic,Single,SP,1,1,0,0,0,0,0,0,0
534,5,47,0,5,41,11,1,6,Master,Alone,CA,1,1,0,0,0,0,0,0,0
768,44,561,77,44,14,6,6,10,Master,Single,SP,0,0,0,0,0,0,0,0,0
1,1,1725,1,1,1,0,28,0,Graduation,Married,US,1,0,0,0,0,0,0,0,0
652,48,350,94,84,108,9,3,6,Graduation,Single,SP,0,0,0,0,0,0,0,1,0
235,0,235,19,4,191,8,1,7,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
594,51,631,72,55,32,4,6,8,2n Cycle,Single,IND,0,0,0,0,0,0,0,0,0
174,77,203,6,24,97,8,1,7,Graduation,Together,SP,1,0,0,0,0,0,0,0,0
2,13,6,7,5,11,3,0,3,Graduation,Together,CA,1,0,0,0,0,0,0,0,0
24,0,2,0,0,9,1,1,2,PhD,Together,IND,1,1,1,0,0,0,0,0,0
6,0,6,2,1,1,1,0,3,PhD,Married,AUS,1,0,0,0,0,0,0,0,0
1142,29,249,38,29,14,5,5,12,PhD,Married,SP,0,0,0,1,1,0,0,0,0
80,15,93,20,13,52,5,1,4,Graduation,Single,SA,1,0,0,0,0,0,0,0,0
41,1,6,2,0,5,2,0,3,PhD,Single,CA,0,1,0,0,0,0,0,0,0
105,0,10,0,1,0,2,1,4,PhD,Married,SA,1,1,0,0,0,0,0,0,0
724,74,929,97,55,130,5,6,7,Graduation,Together,IND,0,0,1,0,1,0,1,1,0
1181,107,199,39,30,30,7,3,13,PhD,Married,SP,1,0,0,0,0,0,0,0,0
1181,107,199,39,30,30,7,3,13,PhD,Married,SP,1,0,0,0,0,0,0,0,0
284,3,84,4,7,23,4,2,8,PhD,Married,SA,0,1,0,0,0,0,0,0,0
7,10,13,3,11,11,2,0,3,Graduation,Married,CA,1,0,0,0,0,0,0,0,0
14,0,3,0,0,4,1,0,2,Graduation,Single,SP,0,1,0,0,0,0,0,0,0
26,0,6,0,0,2,1,0,3,PhD,Married,SP,1,0,0,0,0,0,0,0,0
604,26,470,123,161,94,5,9,6,Graduation,Single,CA,0,1,0,0,0,0,0,0,0
16,2,18,2,1,5,1,0,3,Graduation,Divorced,SP,1,0,0,0,0,0,0,0,0
65,4,16,0,4,11,3,0,3,Master,Together,SA,1,0,0,0,0,0,0,0,0
65,4,16,0,4,11,3,0,3,Master,Together,IND,1,0,0,0,0,0,0,0,0
100,2,16,2,1,31,3,2,2,PhD,Divorced,AUS,1,1,0,0,0,0,0,1,0
2,7,5,2,15,27,2,0,2,Basic,Together,SA,1,0,1,0,0,0,0,0,0
21,0,3,0,0,0,1,0,3,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
26,1,16,2,2,15,3,0,4,PhD,Together,SP,1,1,0,0,0,0,0,0,0
207,26,447,75,0,223,5,7,12,2n Cycle,Married,CA,0,0,0,0,0,1,0,0,0
207,26,447,75,0,223,5,7,12,2n Cycle,Married,IND,0,0,0,0,0,1,0,0,0
513,14,154,19,0,28,9,2,9,2n Cycle,Together,SA,0,1,0,0,0,0,0,0,0
299,5,201,21,21,49,5,4,8,Graduation,Together,AUS,0,0,0,0,0,0,0,0,0
525,147,112,219,147,63,6,7,9,Master,Married,SA,0,0,0,0,0,1,0,0,0
155,1,25,0,1,3,4,1,4,PhD,Married,SA,1,0,0,0,0,0,0,0,0
606,24,974,197,194,64,7,7,9,2n Cycle,Single,SP,0,0,0,1,0,1,0,1,0
159,0,120,0,0,137,4,4,8,Graduation,Single,SP,0,1,0,1,0,0,1,1,0
676,161,426,210,44,58,2,5,5,Graduation,Single,US,1,0,0,0,0,0,0,1,0
7,0,8,2,0,1,1,0,2,Graduation,Single,GER,1,1,0,0,0,0,0,0,0
68,28,39,16,30,41,2,2,5,Graduation,Together,AUS,0,0,0,0,0,0,0,0,0
19,5,12,10,3,19,3,1,2,Graduation,Single,SA,1,1,0,0,0,0,0,0,0
22,2,14,0,1,10,2,0,3,Graduation,Single,SP,1,1,0,0,0,0,0,0,1
494,5,82,7,0,100,7,2,9,Graduation,Single,SP,0,1,0,0,0,0,0,0,0
353,61,753,40,46,27,3,3,7,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
1253,0,447,23,71,35,11,5,11,PhD,Married,SA,0,1,0,0,0,1,0,0,0
50,15,110,39,15,15,5,1,4,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
12,3,8,8,0,17,2,0,3,2n Cycle,Divorced,SP,1,0,0,0,0,0,0,0,0
443,10,75,0,10,48,8,1,8,Graduation,Married,CA,0,1,0,0,0,0,0,0,0
9,4,18,7,5,5,2,0,3,Graduation,Together,AUS,1,0,0,0,0,0,0,0,0
182,4,33,0,2,42,4,1,5,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
521,168,706,80,76,61,3,6,4,Master,Together,CA,0,0,0,0,0,0,0,0,0
395,15,263,60,54,38,2,3,6,Graduation,Single,SA,0,0,0,0,0,0,0,0,0
10,1,18,10,4,7,1,1,2,Graduation,Married,IND,1,0,0,0,0,0,0,0,0
977,12,253,16,12,101,4,3,12,Graduation,Single,SP,0,1,0,1,0,0,0,0,0
977,12,253,16,12,101,4,3,12,Graduation,Single,GER,0,1,0,1,0,0,0,0,0
603,45,207,36,18,54,3,4,6,PhD,Together,SP,0,0,0,0,0,0,0,0,0
51,0,16,0,0,4,3,0,3,Master,Single,US,1,1,0,0,0,0,0,0,0
5,3,9,6,2,6,2,0,3,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
967,0,617,43,50,0,4,8,13,Graduation,Married,AUS,0,0,0,1,1,1,0,1,0
7,5,39,17,15,37,4,0,3,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
18,0,4,0,0,1,1,0,3,Master,Together,SA,1,0,0,0,0,0,0,0,0
1,9,8,11,3,22,3,0,3,2n Cycle,Together,SP,1,0,0,0,0,0,0,0,0
273,11,178,62,83,29,8,4,6,Graduation,Single,US,0,0,0,0,0,0,0,0,0
277,162,305,173,76,124,3,4,7,Graduation,Single,IND,0,0,0,0,0,0,0,0,0
425,115,292,23,35,79,6,6,11,Graduation,Together,CA,0,1,0,0,0,0,0,0,0
425,115,292,23,35,79,6,6,11,Graduation,Together,SP,0,1,0,0,0,0,0,0,0
35,4,17,7,6,64,2,2,2,Master,Together,GER,0,1,0,0,0,0,0,0,0
1394,22,708,89,91,182,9,7,9,Graduation,Married,SA,0,0,1,0,1,1,0,1,0
40,2,15,8,0,6,1,1,3,PhD,Single,SP,0,0,0,0,0,0,0,0,0
40,2,15,8,0,6,1,1,3,PhD,Single,SA,0,0,0,0,0,0,0,0,0
171,0,11,0,1,20,4,1,4,Graduation,Divorced,SA,0,1,0,0,0,0,0,0,0
709,43,182,42,118,247,9,3,4,Graduation,Married,SA,0,1,0,0,0,0,0,0,0
554,41,215,11,0,24,10,2,10,PhD,Divorced,SA,0,2,0,0,0,0,0,0,0
191,9,97,0,6,82,6,1,5,Master,Single,CA,1,0,0,0,0,0,0,0,0
230,14,156,82,24,58,9,2,5,Graduation,Together,SA,1,1,0,0,0,0,0,0,0
11,1,2,2,1,6,0,0,3,2n Cycle,Married,IND,1,1,0,0,0,0,0,0,0
11,1,2,2,1,6,0,0,3,2n Cycle,Married,SP,1,1,0,0,0,0,0,0,0
131,0,16,2,1,39,3,1,4,Graduation,Together,SA,1,0,0,0,0,0,0,0,0
1073,0,250,153,14,14,7,10,5,Graduation,Divorced,SP,0,1,0,0,0,0,0,0,0
56,10,92,19,7,25,3,2,4,Graduation,Together,GER,1,0,0,0,0,0,0,0,0
4,19,9,28,25,17,3,0,4,Basic,Married,SA,1,0,0,0,0,0,0,0,0
652,8,158,21,0,142,11,6,5,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
157,43,127,68,56,37,3,8,4,Graduation,Single,SP,0,1,1,0,0,0,0,1,0
226,22,133,41,31,31,4,3,8,PhD,Together,SP,0,1,0,0,0,0,0,0,0
962,61,921,52,61,20,5,4,12,Master,Single,CA,0,0,0,0,0,0,0,0,0
186,36,234,86,72,48,10,2,6,Graduation,Together,SA,1,0,0,0,0,0,0,0,0
483,84,398,205,84,241,3,7,8,Graduation,Married,SA,0,0,1,0,0,0,0,0,0
483,84,398,205,84,241,3,7,8,Graduation,Married,SP,0,0,1,0,0,0,0,0,0
97,12,84,13,10,15,3,1,6,Graduation,Married,SA,1,1,0,0,0,0,0,0,0
303,0,280,60,147,15,8,2,11,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
18,0,9,0,1,11,1,0,3,PhD,Together,SP,1,0,0,0,0,0,0,0,0
17,3,18,3,4,18,3,1,2,Master,Married,SP,2,0,0,0,0,0,0,0,0
14,3,21,2,1,28,3,1,2,Graduation,Married,SP,1,1,1,0,0,0,0,1,0
14,3,21,2,1,28,3,1,2,Graduation,Married,SP,1,1,1,0,0,0,0,0,0
178,3,85,71,66,58,3,3,8,Graduation,Together,SP,0,1,0,0,0,0,0,0,0
1276,24,746,94,29,48,9,7,11,Master,Single,SP,0,0,0,0,1,0,0,1,0
240,132,445,250,192,108,3,7,8,Graduation,Together,AUS,0,0,0,0,0,0,0,0,0
130,30,168,20,34,0,3,4,7,PhD,Married,SP,0,0,0,0,0,0,0,0,0
614,16,132,43,33,33,8,5,9,PhD,Single,CA,0,1,0,0,0,0,0,0,0
1288,20,613,80,61,27,5,7,9,Master,Single,SP,0,0,0,0,0,0,0,0,0
563,76,384,84,192,89,6,10,13,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
2,23,11,8,6,46,2,1,2,Basic,Together,SP,0,0,0,0,0,0,0,0,0
2,23,11,8,6,46,2,1,2,Basic,Together,AUS,0,0,0,0,0,0,0,0,0
2,1,18,20,11,16,2,0,3,Graduation,Married,CA,1,0,0,0,0,0,0,1,0
43,2,27,0,9,12,3,0,4,Graduation,Married,SA,1,0,0,0,0,0,0,0,0
189,2,29,3,2,40,3,2,5,PhD,Together,SP,0,1,0,0,0,0,0,0,0
6,3,12,6,1,0,1,1,3,PhD,Single,SP,0,0,0,0,0,0,0,0,0
67,4,32,17,2,16,2,1,4,PhD,Widow,SA,1,1,0,0,0,0,0,0,0
67,4,32,17,2,16,2,1,4,PhD,Widow,SP,1,1,0,0,0,0,0,0,0
240,67,500,199,0,163,3,5,6,Master,Absurd,CA,0,0,0,0,0,0,0,0,0
240,67,500,199,0,163,3,5,6,Master,Together,CA,0,0,0,0,0,0,0,0,0
95,11,35,0,4,7,2,1,5,Graduation,Single,SP,1,1,0,0,0,0,0,0,0
210,0,6,0,0,2,4,1,5,PhD,Married,SP,0,1,0,0,0,0,0,0,0
344,35,178,15,23,17,7,2,9,Graduation,Together,CA,1,0,0,0,0,0,0,0,0
2,2,4,13,13,4,1,0,4,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
9,4,17,10,2,7,3,0,3,Graduation,Married,SP,1,1,0,0,0,0,0,0,0
179,2,64,38,17,58,5,1,6,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
130,0,16,0,0,5,3,1,4,Master,Married,GER,1,1,0,1,0,0,0,0,0
306,5,109,21,109,92,5,2,10,Master,Married,CA,1,1,0,0,0,0,0,0,0
189,10,253,56,43,64,8,2,7,Graduation,Widow,GER,1,1,0,0,0,0,0,0,0
267,3,30,4,0,57,5,2,5,PhD,Divorced,SA,0,1,0,0,0,0,0,0,0
14,0,2,0,0,7,1,0,2,PhD,Married,SA,1,0,0,0,0,0,0,1,0
14,0,2,0,0,7,1,0,2,PhD,Married,GER,1,0,0,0,0,0,0,0,0
505,72,270,36,27,54,9,2,12,Master,Together,IND,1,1,0,0,0,0,0,0,0
505,72,270,36,27,54,9,2,12,Master,Together,SP,1,1,0,0,0,0,0,0,0
183,5,65,3,5,49,5,2,4,Graduation,Divorced,SP,1,1,0,0,0,0,0,0,0
758,12,385,33,89,89,9,7,13,Graduation,Married,CA,0,0,0,0,0,0,0,0,0
758,12,385,33,89,89,9,7,13,Graduation,Married,AUS,0,0,0,0,0,0,0,0,0
505,137,401,104,22,22,11,5,11,Graduation,Single,SP,1,1,0,0,0,0,0,0,1
824,32,162,42,32,43,11,4,11,Graduation,Together,SA,1,0,0,0,0,0,0,0,0
918,21,118,13,10,21,8,3,5,PhD,Together,SA,0,1,0,1,0,0,0,0,0
918,21,118,13,10,21,8,3,5,PhD,Together,SP,0,1,0,1,0,0,0,1,0
980,37,265,35,163,31,3,6,12,Graduation,Single,SA,0,0,0,0,0,0,0,1,0
526,35,214,69,53,35,6,3,4,Graduation,Widow,US,0,1,0,0,0,0,0,0,0
66,0,16,0,6,20,1,1,4,Graduation,Divorced,SP,1,1,0,0,0,0,0,0,0
151,81,86,168,91,64,4,2,11,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
13,3,17,7,3,3,2,0,4,Master,Married,SP,1,0,0,0,0,0,0,0,0
5,1,9,2,0,4,1,0,2,2n Cycle,Single,AUS,1,1,0,0,0,0,0,0,0
5,9,20,6,8,21,2,0,4,2n Cycle,Married,SA,1,0,0,0,0,0,0,0,0
6,8,19,16,4,4,3,0,4,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
22,2,18,0,2,12,3,0,3,Graduation,Married,CA,1,0,0,0,0,0,0,0,0
0,1,4,15,1,5,1,0,2,Basic,Together,AUS,0,0,0,0,0,0,0,0,0
690,117,499,76,102,88,5,10,7,Graduation,Together,SP,0,0,0,0,0,1,0,0,0
8,1,7,2,0,0,0,0,3,Graduation,Single,CA,1,2,0,0,0,0,0,0,0
6,1,10,0,1,4,1,0,2,Graduation,Together,CA,1,0,0,0,0,0,0,0,1
2,4,9,10,5,16,1,0,3,Graduation,Married,CA,1,0,0,0,0,0,0,0,0
202,2,46,3,2,10,4,2,5,PhD,Single,SP,0,0,0,1,0,1,0,1,0
4,8,11,12,2,13,2,0,3,Graduation,Single,CA,0,0,1,0,0,0,0,0,0
792,0,275,45,45,126,4,8,5,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
545,7,114,37,21,78,7,2,11,Graduation,Together,SP,0,1,0,1,0,0,0,0,0
31,0,7,2,0,6,1,0,3,Master,Together,SP,0,1,0,0,0,0,0,0,0
31,0,7,2,0,6,1,0,3,Master,Together,SP,0,1,0,0,0,0,0,0,0
280,7,81,20,0,27,6,3,5,Graduation,Single,SP,1,1,0,0,0,0,0,0,0
109,18,16,24,26,18,3,1,5,Graduation,Together,SA,1,1,0,0,0,0,0,0,0
15,8,16,11,5,22,2,0,4,Graduation,Together,CA,1,1,0,0,0,0,0,0,0
382,138,65,60,26,59,5,2,12,Graduation,Divorced,SP,0,1,0,0,0,0,0,0,0
1,5,3,7,4,8,1,0,2,Basic,Together,SP,0,0,0,0,0,0,0,0,0
664,58,83,32,0,66,7,5,10,Master,Single,AUS,0,1,0,0,0,0,0,0,0
27,2,10,0,0,1,1,0,3,Graduation,Together,IND,1,1,0,0,0,0,0,0,0
27,2,10,0,0,1,1,0,3,Graduation,Together,SP,1,1,0,0,0,0,0,0,0
13,4,20,0,0,1,1,0,3,PhD,Married,SP,1,1,0,0,0,0,0,0,0
132,0,16,0,0,4,3,1,4,PhD,Together,SP,1,1,0,0,0,0,0,0,0
88,3,21,4,1,29,3,0,4,PhD,Married,AUS,1,1,0,0,0,0,0,0,0
448,4,34,6,4,39,8,1,7,Graduation,Divorced,IND,0,1,0,1,0,0,0,0,0
129,0,21,0,1,7,3,1,4,Graduation,Married,US,0,1,0,0,0,0,0,0,0
371,32,189,0,58,6,5,4,10,PhD,Married,SP,0,1,0,0,0,0,0,0,0
750,71,174,13,10,20,6,8,11,PhD,Together,GER,0,1,0,0,0,0,0,0,0
10,6,11,0,4,2,1,0,3,2n Cycle,Single,SP,1,0,0,0,0,0,0,0,0
2,6,4,3,1,9,1,0,2,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
40,1,40,4,3,18,3,0,3,Master,Married,IND,1,0,0,0,0,0,0,0,0
194,55,134,15,0,3,4,2,8,PhD,Married,SA,1,0,0,0,0,0,0,0,0
99,4,32,37,54,6,2,1,7,2n Cycle,Together,SP,0,1,0,0,0,0,0,0,0
223,2,31,0,2,39,5,2,4,PhD,Married,SP,0,1,0,0,0,0,0,0,0
81,18,113,47,13,21,4,2,5,Master,Divorced,SA,1,1,0,0,0,0,0,0,0
57,2,51,4,2,23,2,1,4,Master,Married,SP,1,1,0,0,0,0,0,0,0
340,108,185,130,38,100,6,6,9,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
336,123,274,46,123,141,6,5,12,Graduation,Married,CA,0,1,0,0,0,0,0,0,0
20,2,23,3,1,4,3,0,4,PhD,Married,SA,1,1,0,0,0,0,0,0,0
30,5,22,8,9,28,2,1,4,Graduation,Divorced,SA,2,1,0,0,0,0,0,0,0
407,53,221,58,150,26,4,3,6,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
51,4,50,12,1,49,4,0,3,Graduation,Single,IND,0,0,0,0,0,0,0,1,0
90,17,97,15,6,15,4,1,5,Graduation,Together,SP,1,1,0,0,0,0,0,0,0
423,184,368,13,97,21,6,4,6,Graduation,Married,IND,0,1,0,0,0,0,0,0,0
5,1,6,3,4,3,0,0,3,Graduation,Single,IND,0,0,0,0,0,0,0,0,0
378,97,259,197,194,34,7,3,6,2n Cycle,Together,CA,0,1,0,0,0,0,0,0,0
61,0,3,0,0,7,1,1,3,Master,Together,SP,0,1,0,0,0,0,0,0,0
70,0,16,0,0,4,2,0,4,Master,Married,CA,1,1,0,0,0,0,0,0,0
173,13,131,32,3,6,6,1,6,Graduation,Married,SP,0,1,0,0,0,1,0,0,0
3,2,10,3,0,2,1,0,3,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
595,23,123,10,23,154,8,9,4,Graduation,Divorced,US,0,1,0,0,0,0,0,0,0
595,23,123,10,23,154,8,9,4,Graduation,Divorced,SP,0,1,0,0,0,0,0,0,0
10,14,29,4,2,36,2,1,4,Graduation,Together,AUS,1,0,0,0,0,0,0,0,0
82,33,54,71,30,41,5,2,4,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
15,0,11,0,2,9,1,1,2,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
15,0,11,0,2,9,1,1,2,Graduation,Married,AUS,1,0,0,0,0,0,0,0,0
220,0,33,3,0,23,5,1,5,PhD,Married,CA,1,1,0,0,0,0,0,0,0
517,12,54,16,6,120,7,4,7,PhD,Together,SA,0,1,0,0,0,0,0,0,0
615,28,259,12,48,30,6,5,13,Graduation,Married,SP,0,2,0,1,0,0,0,0,0
11,2,9,3,0,8,2,0,3,Graduation,Together,SP,1,0,0,0,0,0,0,0,0
480,86,249,75,86,144,6,3,5,2n Cycle,Single,SA,1,1,0,0,0,0,0,0,0
398,61,265,138,61,53,3,4,6,Graduation,Married,SA,0,0,0,0,0,0,0,0,0
398,61,265,138,61,53,3,4,6,Graduation,Married,SP,0,0,0,0,0,0,0,0,0
752,122,476,39,153,34,10,2,11,2n Cycle,Divorced,CA,0,1,0,0,0,0,0,0,0
464,5,64,7,0,70,9,1,7,Master,Married,SP,1,1,0,0,0,0,0,0,0
28,6,27,12,17,39,3,0,3,Graduation,Single,US,0,0,0,0,0,0,0,0,0
154,20,66,0,12,27,6,1,4,Graduation,Single,SP,1,0,0,0,0,0,0,0,0
23,0,26,7,15,3,2,0,4,Graduation,Married,SP,1,0,0,0,0,0,0,0,0
1,3,4,2,3,11,0,0,3,Basic,Single,SP,0,0,0,0,0,0,0,0,0
53,5,19,2,13,4,3,0,3,Graduation,Married,US,1,1,0,0,0,0,0,0,0
741,68,689,224,68,103,4,2,10,Master,Divorced,CA,0,0,0,0,0,0,0,0,0
230,48,214,13,32,75,9,1,7,Graduation,Together,SA,1,1,0,0,0,0,0,0,0
5,2,8,2,2,9,0,1,2,Graduation,Divorced,GER,1,0,0,0,0,0,0,0,0
5,2,16,3,2,19,1,1,2,Graduation,Together,SP,1,0,0,0,0,0,0,1,0
456,4,24,0,0,9,8,2,6,Master,Together,SP,1,1,0,1,0,0,0,0,0
143,15,60,24,23,5,2,1,8,Graduation,Married,SP,0,1,0,0,0,0,0,0,0
31,0,6,2,1,5,1,0,4,PhD,Married,SP,1,1,0,0,0,0,0,0,0
